Title;Abstract;label_included
Effect of (131)I with and without artificial liver support system in patients with Graves' disease and severe liver dysfunction: A retrospective study.;"OBJECTIVE: Treatment decision-making in Graves' disease (GD) with severe liver dysfunction (LD) is a clinical challenge. This research was carried out to evaluate the effect of radioiodine ((131)I) with or without an artificial liver support system (ALSS) in GD patients with severe LD. METHODS: In total, 45 patients diagnosed with GD and severe LD were enrolled and allocated to two groups: patients treated with (131)I alone (n=30) (Group A)and patients by a combination of (131)I and ALSS (n=15)(Group B). Liver function, thyroid hormone concentrations, therapeutic efficacy, and the cost of treatment were compared between the two groups. RESULTS: Thyroid hormone concentrations were lower 2 weeks after (131)I treatment, but no deterioration in liver function was identified. There was no statistically significant difference in the treatment efficacy between the two groups. The hospital stay, total cost, and daily cost were lower in patients treated with (131)I alone than in those treated with (131)I and an ALSS (p<0.05). CONCLUSION: The key point of treating GD patients with severe LD is to control the GD.(131)I is recommended as an effective and safe and should be applied as soon as possible once the diagnosis is clarified; however, when used in combination with an ALSS, there was no substantial improvement in therapeutic efficacy.";0
A path to translation: How 3D patient tumor avatars enable next generation precision oncology.;3D patient tumor avatars (3D-PTAs) hold promise for next-generation precision medicine. Here, we describe the benefits and challenges of 3D-PTA technologies and necessary future steps to realize their potential for clinical decision making. 3D-PTAs require standardization criteria and prospective trials to establish clinical benefits. Innovative trial designs that combine omics and 3D-PTA readouts may lead to more accurate clinical predictors, and an integrated platform that combines diagnostic and therapeutic development will accelerate new treatments for patients with refractory disease.;0
Global Impact of the COVID-19 Pandemic on Stroke Volumes and Cerebrovascular Events: A 1-Year Follow-up.;"BACKGROUND AND OBJECTIVES: Declines in stroke admission, IV thrombolysis (IVT), and mechanical thrombectomy volumes were reported during the first wave of the COVID-19 pandemic. There is a paucity of data on the longer-term effect of the pandemic on stroke volumes over the course of a year and through the second wave of the pandemic. We sought to measure the effect of the COVID-19 pandemic on the volumes of stroke admissions, intracranial hemorrhage (ICH), IVT, and mechanical thrombectomy over a 1-year period at the onset of the pandemic (March 1, 2020, to February 28, 2021) compared with the immediately preceding year (March 1, 2019, to February 29, 2020). METHODS: We conducted a longitudinal retrospective study across 6 continents, 56 countries, and 275 stroke centers. We collected volume data for COVID-19 admissions and 4 stroke metrics: ischemic stroke admissions, ICH admissions, IVT treatments, and mechanical thrombectomy procedures. Diagnoses were identified by their ICD-10 codes or classifications in stroke databases. RESULTS: There were 148,895 stroke admissions in the 1 year immediately before compared with 138,453 admissions during the 1-year pandemic, representing a 7% decline (95% CI [95% CI 7.1-6.9]; p < 0.0001). ICH volumes declined from 29,585 to 28,156 (4.8% [5.1-4.6]; p < 0.0001) and IVT volume from 24,584 to 23,077 (6.1% [6.4-5.8]; p < 0.0001). Larger declines were observed at high-volume compared with low-volume centers (all p < 0.0001). There was no significant change in mechanical thrombectomy volumes (0.7% [0.6-0.9]; p = 0.49). Stroke was diagnosed in 1.3% [1.31-1.38] of 406,792 COVID-19 hospitalizations. SARS-CoV-2 infection was present in 2.9% ([2.82-2.97], 5,656/195,539) of all stroke hospitalizations. DISCUSSION: There was a global decline and shift to lower-volume centers of stroke admission volumes, ICH volumes, and IVT volumes during the 1st year of the COVID-19 pandemic compared with the prior year. Mechanical thrombectomy volumes were preserved. These results suggest preservation in the stroke care of higher severity of disease through the first pandemic year. TRIAL REGISTRATION INFORMATION: This study is registered under NCT04934020.";0
The Association Between Financial Toxicity and Treatment Regret in Men With Localized Prostate Cancer.;"BACKGROUND: Financial toxicity is emerging as an important patient-centered outcome and is understudied in prostate cancer patients. We sought to understand the association between financial burden and treatment regret in men with localized prostate cancer to better evaluate the role of financial discussions in patient counseling. METHODS: Utilizing the Comparative Effectiveness Analysis of Surgery and Radiation dataset, we identified all men accrued between 2011 and 2012 who underwent surgery, radiation, or active surveillance for localized prostate cancer. Financial burden and treatment regret were assessed at 3- and 5-year follow-up. The association between financial burden and regret was assessed using multivariable longitudinal logistic regression controlling for demographic and disease characteristics, treatment, functional outcomes, and patient expectations. RESULTS: Of the 2924 eligible patients, regret and financial burden assessments for 3- and/or 5-year follow-up were available for 81% (n = 2359). After adjustment for relevant covariates, financial burden from ""finances in general"" was associated with treatment regret at 3 years (odds ratio [OR] = 2.47, 95% confidence interval [CI] = 1.33 to 4.57; P = .004); however, this association was no longer statistically significant at 5-year follow-up (OR = 1.19, 95% CI = 0.56 to 2.54; P = .7). CONCLUSIONS: In this population-based sample of men with localized prostate cancer, we observed associations between financial burden and treatment regret. Our findings suggest indirect treatment costs, especially during the first 3 years after diagnosis, may impact patients more profoundly than direct costs and are important for inclusion in shared decision making.";0
Smartphone App in Stroke Management: A Narrative Updated Review.;The spread of smartphones and mobile-Health (m-health) has progressively changed clinical practice, implementing access to medical knowledge and communication between doctors and patients. Dedicated software called Applications (or Apps), assists the practitioners in the various phases of clinical practice, from diagnosis to follow-up and therapy management. The impact of this technology is even more important in diseases such as stroke, which are characterized by a complex management that includes several moments: primary prevention, acute phase management, rehabilitation, and secondary prevention. This review aims to evaluate and summarize the available literature on Apps for the clinical management of stroke. We described their potential and weaknesses, discussing potential room for improvement. Medline databases were interrogated for studies concerning guideline-based decision support Apps for stroke management and other medical scenarios from 2007 (introduction of the first iPhone) until January 2022. We found 551 studies. Forty-three papers were included because they fitted the scope of the review. Based on their purpose, Apps were classified into three groups: primary prevention Apps, acute stroke management Apps, and post-acute stroke Apps. We described the aim of each App and, when available, the results of clinical studies. For acute stroke, several Apps have been designed with the primary purpose of helping communication and sharing of patients' clinical data among healthcare providers. However, interactive systems Apps aiming to assist clinicians are still lacking, and this field should be developed because it may improve stroke patients' management.;0
Construction and Validation of Prognosis Nomogram for Metastatic Lung Squamous Cell Carcinoma: A Population-Based Study.;Purpose: This study aimed to establish a nomogram to predict overall survival in lung squamous cell carcinoma patients with metastasis for clinical decision-making. Methods: We investigated lung squamous cell carcinoma patients diagnosed with stage M1 in the Surveillance, Epidemiology, and Final Results database between 2010 and 2015. They were divided into training cohort and validation cohort. In the training cohort, statistically significant prognostic factors were identified using univariate and multivariate Cox regression analysis, and an individualized nomogram model was developed. The model was evaluated by C-index, area under the curve, calibration plot, decision curve analysis, and risk group stratification. Results: In total, 9910 patients were included in our study, including 6937 in the training cohort and 2937 in the validation cohort. Factors containing age, T stage, N stage, bone metastasis, brain metastasis, liver metastasis, surgery, chemotherapy, and radiotherapy were independent prognostic factors for overall survival and were used in the construction of the nomogram. The C-index in the training cohort and validation cohort were 0.711 (95% confidenc interval: 0.705-0.717) and 0.707 (95% confidenc interval: 0.697-0.717), respectively. The time-dependent area under the curve of both groups was higher than 0.7 within 5 years. Calibration plots indicated that the nomogram-predicted survival was consistent with the recorded 6-month, 1-year, and 2-year prognoses. Furthermore, decision curve analysis revealed that the nomogram was clinically useful and had a better discriminative ability to recognize patients at high risk than the TNM criteria-based tumor staging. And then we developed an overall survival risk classification system based on the nomogram total points for each patient, which divided all patients into a high-risk group and a low-risk group. Finally, we implemented this nomogram in a free online tool. Conclusion: We constructed a nomogram and a corresponding risk classification system predicting the overall survival of lung squamous cell carcinoma patients with metastasis. These tools can assist in patients' counseling and guide treatment decision-making.;0
Construction and validation of nomograms based on the log odds of positive lymph nodes to predict the prognosis of lung neuroendocrine tumors.;BACKGROUND: This research aimed to investigate the predictive performance of log odds of positive lymph nodes (LODDS) for the long-term prognosis of patients with node-positive lung neuroendocrine tumors (LNETs). METHODS: We collected 506 eligible patients with resected N1/N2 classification LNETs from the Surveillance, Epidemiology, and End Results (SEER) database between 2004 and 2015. The study cohort was split into derivation cohort (n=300) and external validation cohort (n=206) based on different geographic regions. Nomograms were constructed based on the derivation cohort and validated using the external validation cohort to predict the 1-, 3-, and 5-year cancer-specific survival (CSS) and overall survival (OS) of patients with LNETs. The accuracy and clinical practicability of nomograms were tested by Harrell's concordance index (C-index), integrated discrimination improvement (IDI), net reclassification improvement (NRI), calibration plots, and decision curve analyses. RESULTS: The Cox proportional-hazards model showed the high LODDS group (-0.79</=LODDS) had significantly higher mortality compared to those in the low LODDS group (LODDS<-0.79) for both CSS and OS. In addition, age at diagnosis, sex, histotype, type of surgery, radiotherapy, and chemotherapy were also chosen as predictors in Cox regression analyses using stepwise Akaike information criterion method and included in the nomograms. The values of C-index, NRI, and IDI proved that the established nomograms were better than the conventional eighth edition of the TNM staging system. The calibration plots for predictions of the 1-, 3-, and 5-year CSS/OS were in excellent agreement. Decision curve analyses showed that the nomograms had value in terms of clinical application. CONCLUSIONS: We created visualized nomograms for CSS and OS of LNET patients, facilitating clinicians to bring individually tailored risk assessment and therapy.;0
Use of information and communication technologies (ICTs) in cancer multidisciplinary team meetings: an explorative study based on EU healthcare professionals.;OBJECTIVES: Multidisciplinary teams in cancer care are increasingly using information and communication technology (ICT), hospital health information system (HIS) functionalities and ICT-driven care components. We aimed to explore the use of these tools in multidisciplinary team meetings (MTMs) and to identify the critical challenges posed by their adoption based on the perspective of professionals representatives from European scientific societies. DESIGN: This qualitative study used discussion of cases and focus group technique to generate data. Thematic analysis was applied. SETTING: Healthcare professionals working in a multidisciplinary cancer care environment. PARTICIPANTS: Selection of informants was carried out by European scientific societies in accordance with professionals' degree of experience in adopting the implementation of ICT and from different health systems. RESULTS: Professionals representatives of 9 European scientific societies were involved. Up to 10 ICTs, HIS functionalities and care components are embedded in the informational and decision-making processes along three stages of MTMs. ICTs play a key role in opening MTMs to other institutions (eg, by means of molecular tumour boards) and information types (eg, patient-reported outcome measures), and in contributing to the internal efficiency of teams. While ICTs and care components have their own challenges, the information technology context is characterised by the massive generation of unstructured data, the lack of interoperability between systems from different hospitals and HIS that are conceived to store and classify information rather than to work with it. CONCLUSIONS: The emergence of an MTM model that is better integrated in the wider health system context and incorporates inputs from patients and support systems make traditional meetings more dynamic and interconnected. Although these changes signal a second transition in the development process of multidisciplinary teams, they occur in a context marked by clear gaps between the information and management needs of MTMs and the adequacy of current HIS.;0
Framework for health care quality and evidence-based practice in radiology departments: A regional study on radiographer's perceptions.;"INTRODUCTION: The main goals of this study were to describe, in an integrated and multidimensional way, the conditions related to the quality of care in radiology departments from Algarve (Portugal), to assess the perspective of radiographers on the use of scientific evidence in clinical practice and to validate a model that characterizes the conditions for continuous improvement. METHODS: A cross sectional study was performed in four radiology departments from public and private healthcare facilities from Algarve region (Portugal). A paper-based survey was sent to all radiographers to assess the quality systems implemented in their radiology departments and their perspective on the use of scientific evidence in clinical practice. RESULTS: In total, 62 radiographers (61.4%) completed the survey. The quality dimensions that obtained the highest degree of compliance were the existence of quality assurance and improvement activities (43.0%), existence of standards in clinical practice of radiographers (42.7%) and the existence of special provisions (37.6%). The quality dimension related to patient's involvement was the one with the lowest level of compliance. Moreover, from the radiographers perspective, positive responses were obtained related to evidence-based actions (83.0%), sources of evidence (76.0%) and the significance of research activities (74.0%). CONCLUSION: These findings suggest that a new framework based on four factors (Support for Information; Organizational Capability to Technical Quality of Care; Patient Involvement and Evidence-Based Radiology), should be considered in the establishment of strategic policies that better define the provision of diagnostic procedures and professional practices in radiology departments from Algarve region, based on quality improvement systems and better patient safety. IMPLICATIONS FOR PRACTICE: There is a need to include patients in the decision-making process, to involve radiographers in quality assurance and improvement activities and to implement quality monitoring mechanisms within radiology departments under study.";0
A Multimedia Strategy to Integrate Introductory Broad-Based Radiation Science Education in US Medical Schools.;US physicians in multiple specialties who order or conduct radiological procedures lack formal radiation science education and thus sometimes order procedures of limited benefit or fail to order what is necessary. To this end, a multidisciplinary expert group proposed an introductory broad-based radiation science educational program for US medical schools. Suggested preclinical elements of the curriculum include foundational education on ionizing and nonionizing radiation (eg, definitions, dose metrics, and risk measures) and short- and long-term radiation-related health effects as well as introduction to radiology, radiation therapy, and radiation protection concepts. Recommended clinical elements of the curriculum would impart knowledge and practical experience in radiology, fluoroscopically guided procedures, nuclear medicine, radiation oncology, and identification of patient subgroups requiring special considerations when selecting specific ionizing or nonionizing diagnostic or therapeutic radiation procedures. Critical components of the clinical program would also include educational material and direct experience with patient-centered communication on benefits of, risks of, and shared decision making about ionizing and nonionizing radiation procedures and on health effects and safety requirements for environmental and occupational exposure to ionizing and nonionizing radiation. Overarching is the introduction to evidence-based guidelines for procedures that maximize clinical benefit while limiting unnecessary risk. The content would be further developed, directed, and integrated within the curriculum by local faculties and would address multiple standard elements of the Liaison Committee on Medical Education and Core Entrustable Professional Activities for Entering Residency of the Association of American Medical Colleges.;0
Construction of a predictive model for radiation proctitis after radiotherapy for female pelvic tumors based on machine learning.;OBJECTIVES: Radiation therapy is a main method for female pelvic malignancies, which can cause some adverse reactions, such as radiation proctitis (RP). The incidence of RP is highly positively correlated with radiation dose. There is an urgent need for a scientific method to accurately predict the occurrence of RP to help doctors make clinical decisions. In this study, based on the clinical data of female pelvic tumor patients and dosimetric parameters of radiotherapy, the random forest method was used to screen the hub features related to the occurrence of RP, and then a machine learning algorithm was used to construct a risk prediction model for the occurrence of RP, in order to provide technical support and theoretical basis for the prediction and prevention of RP. METHODS: A total of 100 female patients with pelvic tumors, who received static three-dimensional conformal intensity-modulated radiation therapy in the Department of Radiation Oncology of the Affiliated Hospital of Xiangnan University from January 2019 to December 2020, were retrospectively collected, and their clinically relevant data and radiotherapy planning system data were collected. During radiotherapy and 18 months after radiotherapy, 35 cases developed RP (RP group), and the remaining 65 cases had no RP (non-RP group). The clinical and dosimetric characteristics of patients were ranked by the importance of random forest algorithm, and the independent prognostic characteristics associated with the occurrence of RP were selected for machine learning modeling. A total of 6 machine learning algorithms including support vector machines, random forests, logistic regression, lightweight gradient boosting machines, Gaussian naive Bayes, and adaptive enhancement were used to build models. The performance of the model was evaluated by the area under the receiver operating characteristic curve (AUC), accuracy, sensitivity, specificity, positive predictive value, negative predictive value, and F1 score. Finally, the random forest model was determined as the prediction model, and the calibration curve and decision curve of the prediction model were drawn to evaluate the accuracy and clinical benefit of the model. RESULTS: The parameters for random forest prediction model in the training set were as follow: AUC, 1.000, accuracy, 0.988, sensitivity, 1.000, specificity, 1.000, positive predictive value, 1.000, negative predictive value, 0.981, and F1 score, 1.000. In validation set, AUC was 0.713, accuracy was 0.640, sensitivity was 0.618, specificity was 0.822, positive predictive value was 0.500, negative predictive value was 0.656, and F1 score was 0.440. Random forest showed high predictive performance. Moreover, the Brief of the calibration curve for the prediction model was 0.178, the prediction accuracy was high, and the decision curve showed that the prediction model could benefit clinically. CONCLUSIONS: Based on the clinical and dosimetric parameters for the female pelvic tumor patients, the prediction model of radiation proctitis constructed by random forest algorithm has high predictive ability and strong clinical usability.;0
A novel nomogram for predicting long-term heart-disease specific survival among older female primary breast cancer patients that underwent chemotherapy: A real-world data retrospective cohort study.;BACKGROUND: The past decade has witnessed an improvement in survival rates for breast cancer, with significant inroads achieved in diagnosis and treatment approaches. Even though chemotherapy is effective for this patient population, cardiotoxicity remains a major challenge, especially in older people. It has been established that cardiovascular events are a major cause of death in older female primary breast cancer patients that underwent chemotherapy. In the present study, the independent prognostic factors were identified to develop a novel nomogram for predicting long-term heart disease-specific survival (HDSS) and improving patient management. METHOD: Older female primary breast cancer patients that underwent chemotherapy from 2010 to 2015 were retrieved from the Surveillance, Epidemiology, and End Results (SEER) database and randomly assigned to a training cohort and a validation cohort at a ratio of 7:3. HDSS was the primary endpoint of this study. Univariate and multivariate Cox regression analyses were conducted on the training cohort to identify independent prognostic factors of HDSS and construct a nomogram to predict the 5- and 8-year HDSS. The performance of the constructed nomogram was evaluated by calibration curve, receiver operating characteristic (ROC) curve, and decision curve analyses. Finally, a risk classification system was constructed to assist in patient management. RESULT: A total of 16,340 patients were included in this study. Multivariate Cox regression analysis identified six independent prognostic factors: age, race, tumor stage, marital status, surgery, and radiotherapy. A nomogram based on these six factors yielded excellent performance, with areas under the curve of the ROC for 5- and 8-year HDSS of 0.759 and 0.727 in the training cohort and 0.718 and 0.747 in the validation cohort. Moreover, the established risk classification system could effectively identify patients at low-, middle-, and high- risk of heart disease-associated death and achieve targeted management. CONCLUSION: Independent prognostic factors of HDSS in older female primary breast cancer patients that underwent chemotherapy were determined in this study. A novel nomogram for predicting 5- and 8-year HDSS in this patient population was also established and validated to help physicians during clinical decision-making and screen high-risk patients to improve outcomes.;0
Demographics, Outcomes, and Risk Factors for Patients with Sarcoma and COVID-19: A CCC19-Registry Based Retrospective Cohort Study.;BACKGROUND: Patients with sarcoma often require individualized treatment strategies and are likely to receive aggressive immunosuppressive therapies, which may place them at higher risk for severe COVID-19. We aimed to describe demographics, risk factors, and outcomes for patients with sarcoma and COVID-19. METHODS: We performed a retrospective cohort study of patients with sarcoma and COVID-19 reported to the COVID-19 and Cancer Consortium (CCC19) registry (NCT04354701) from 17 March 2020 to 30 September 2021. Demographics, sarcoma histologic type, treatments, and COVID-19 outcomes were analyzed. RESULTS: of 281 patients, 49% (n = 139) were hospitalized, 33% (n = 93) received supplemental oxygen, 11% (n = 31) were admitted to the ICU, and 6% (n = 16) received mechanical ventilation. A total of 23 (8%) died within 30 days of COVID-19 diagnosis and 44 (16%) died overall at the time of analysis. When evaluated by sarcoma subtype, patients with bone sarcoma and COVID-19 had a higher mortality rate than patients from a matched SEER cohort (13.5% vs 4.4%). Older age, poor performance status, recent systemic anti-cancer therapy, and lung metastases all contributed to higher COVID-19 severity. CONCLUSIONS: Patients with sarcoma have high rates of severe COVID-19 and those with bone sarcoma may have the greatest risk of death.;0
Women with gynaecological cancer awaiting radiotherapy: Self-reported wellbeing, general psychological distress, symptom distress, sexual function, and supportive care needs.;OBJECTIVE: To better serve women with gynaecological cancers, we need a sound understanding of their health, wellbeing and needs. This study sought to explore these issues in a sample of Australian women before commencing curative radiotherapy. METHODS: We undertook a secondary analysis of baseline data from a supportive care trial (n = 311). Descriptive statistics were used to summarise responses to measures of wellbeing, general psychological distress, symptom distress, sexual function and vaginal changes, and supportive care needs. Pre-specified regression models were used to examine sources of variation in wellbeing and sexual function. RESULTS: Women reported lower emotional, functional and physical wellbeing than population norms (all p < 0.001). The prevalence of general psychological distress was 31% (95% CI 26-36%). Distress caused by physical symptoms was typically low. Health system and information needs comprised eight of the top ten moderate-to-high supportive care needs. Most women reported no change in interest for physical contact or sex compared to pre-diagnosis, but some sexually active women (16-24%) reported smaller vaginal size, increased dryness, and more pain on intercourse. General psychological distress was a robust marker of poorer wellbeing and sexual function. CONCLUSIONS: Before radiotherapy, a substantial minority of women with gynaecological cancers experience general psychological distress, reduced wellbeing and moderate-to-high health system and information needs. A model of comprehensive care incorporating assessment of unmet needs, general psychological distress, and sexual issues is recommended. Healthcare providers may require training to elicit and respond to a constellation of interrelated issues and access relevant services for women requiring additional support.;0
Learning a confidence score and the latent space of a new supervised autoencoder for diagnosis and prognosis in clinical metabolomic studies.;BACKGROUND: Presently, there is a wide variety of classification methods and deep neural network approaches in bioinformatics. Deep neural networks have proven their effectiveness for classification tasks, and have outperformed classical methods, but they suffer from a lack of interpretability. Therefore, these innovative methods are not appropriate for decision support systems in healthcare. Indeed, to allow clinicians to make informed and well thought out decisions, the algorithm should provide the main pieces of information used to compute the predicted diagnosis and/or prognosis, as well as a confidence score for this prediction. METHODS: Herein, we used a new supervised autoencoder (SAE) approach for classification of clinical metabolomic data. This new method has the advantage of providing a confidence score for each prediction thanks to a softmax classifier and a meaningful latent space visualization and to include a new efficient feature selection method, with a structured constraint, which allows for biologically interpretable results. RESULTS: Experimental results on three metabolomics datasets of clinical samples illustrate the effectiveness of our SAE and its confidence score. The supervised autoencoder provides an accurate localization of the patients in the latent space, and an efficient confidence score. Experiments show that the SAE outperforms classical methods (PLS-DA, Random Forests, SVM, and neural networks (NN)). Furthermore, the metabolites selected by the SAE were found to be biologically relevant. CONCLUSION: In this paper, we describe a new efficient SAE method to support diagnostic or prognostic evaluation based on metabolomics analyses.;0
Patient-reported Outcomes After External Beam Radiotherapy With Low Dose Rate Brachytherapy Boost vs Radical Prostatectomy for Localized Prostate Cancer: Five-year Results From a Prospective Comparative Effectiveness Study.;"PURPOSE: Data comparing radical prostatectomy and external beam radiation therapy with low dose rate brachytherapy boost are lacking. To better guide shared decision making regarding treatment, we compared patient reported outcomes through 5 years following radical prostatectomy or external beam radiation therapy with low dose rate brachytherapy boost for localized prostate cancer. MATERIALS AND METHODS: From 2011-2012, men aged <80 years with localized prostate adenocarcinoma were enrolled and followed longitudinally. Patient reported outcomes included the Expanded Prostate Index Composite. Regression models adjusted for baseline scores and covariates were constructed. RESULTS: The study population included 112 men treated with external beam radiation therapy with low dose rate brachytherapy boost and 1,553 treated with radical prostatectomy. Compared to radical prostatectomy, external beam radiation therapy with low dose rate brachytherapy boost was associated with clinically meaningful worse urinary irritative/obstructive (adjusted mean score difference [95% confidence interval]: 5.0 [-8.7, -1.3]; P = .008 at 5 years) and better urinary incontinence function (13.3 [7.7, 18.9]; P < .001 at 5 years) through 5 years. Urinary function bother was similar between groups (P > .4 at all timepoints). Treatment with external beam radiation therapy with low dose rate brachytherapy boost was associated with worse bowel function (-4.0 [-6.9, -1.1]; P = .006 at 5 years) through 5 years compared to radical prostatectomy. Treatment with external beam radiation therapy with low dose rate brachytherapy boost was associated with better sexual function at 1 year (12.0 [6.5, 17.5]; P < .001 at 1 year) compared to radical prostatectomy, but there was insufficient evidence to reject the supposition that no difference was seen at 3 or 5 years. CONCLUSIONS: Compared to radical prostatectomy, external beam radiation therapy with low dose rate brachytherapy boost was associated with clinically meaningful worse urinary irritative/obstructive and bowel functions but better urinary incontinence function through 5 years after treatment. These patient-reported functional outcomes may clarify treatment expectations and help inform treatment choices for localized prostate cancer.";0
ExacTrac Dynamic workflow evaluation: Combined surface optical/thermal imaging and X-ray positioning.;In modern radiotherapy (RT), especially for stereotactic radiotherapy or stereotactic radiosurgery treatments, image guidance is essential. Recently, the ExacTrac Dynamic (EXTD) system, a new combined surface-guided RT and image-guided RT (IGRT) system for patient positioning, monitoring, and tumor targeting, was introduced in clinical practice. The purpose of this study was to provide more information about the geometric accuracy of EXTD and its workflow in a clinical environment. The surface optical/thermal- and the stereoscopic X-ray imaging positioning systems of EXTD was evaluated and compared to cone-beam computed tomography (CBCT). Additionally, the congruence with the radiation isocenter was tested. A Winston Lutz test was executed several times over 1 year, and repeated end-to-end positioning tests were performed. The magnitude of the displacements between all systems, CBCT, stereoscopic X-ray, optical-surface imaging, and MV portal imaging was within the submillimeter range, suggesting that the image guidance provided by EXTD is accurate at any couch angle. Additionally, results from the evaluation of 14 patients with intracranial tumors treated with open-face masks are reported, and limited differences with a maximum of 0.02 mm between optical/thermal- and stereoscopic X-ray imaging were found. As the optical/thermal positioning system showed a comparable accuracy to other IGRT systems, and due to its constant monitoring capability, it can be an efficient tool for detecting intra-fractional motion and for real-time tracking of the surface position during RT.;0
Molecular classification and outcome of children with rare CNS embryonal tumors: results from St. Jude Children's Research Hospital including the multi-center SJYC07 and SJMB03 clinical trials.;"Methylation profiling has radically transformed our understanding of tumors previously called central nervous system primitive neuro-ectodermal tumors (CNS-PNET). While this marks a momentous step toward defining key differences, reclassification has thrown treatment into disarray. To shed light on response to therapy and guide clinical decision-making, we report outcomes and molecular features of children with CNS-PNETs from two multi-center risk-adapted studies (SJMB03 for patients >/= 3 years; SJYC07 for patients < 3 years) complemented by a non-protocol institutional cohort. Seventy patients who had a histological diagnosis of CNS-PNET or CNS embryonal tumor from one of the new categories that has supplanted CNS-PNET were included. This cohort was molecularly characterized by DNA methylation profiling (n = 70), whole-exome sequencing (n = 53), RNA sequencing (n = 20), and germline sequencing (n = 28). Clinical characteristics were detailed, and treatment was divided into craniospinal irradiation (CSI)-containing (SJMB03 and SJMB03-like) and CSI-sparing therapy (SJYC07 and SJYC07-like). When the cohort was analyzed in its entirety, no differences were observed in the 5-year survival rates even when CSI-containing therapy was compared to CSI-sparing therapy. However, when analyzed by DNA methylation molecular grouping, significant survival differences were observed, and treatment particulars provided suggestions of therapeutic response. Patients with CNS neuroblastoma with FOXR2 activation (CNS-NB-FOXR2) had a 5-year event-free survival (EFS)/overall survival (OS) of 66.7% +/- 19.2%/83.3% +/- 15.2%, and CIC rearranged sarcoma (CNS-SARC-CIC) had a 5-year EFS/OS both of 57.1% +/- 18.7% with most receiving regimens that contained radiation (focal or CSI) and multidrug chemotherapy. Patients with high-grade neuroepithelial tumor with BCOR alteration (HGNET-BCOR) had abysmal responses to upfront chemotherapy-only regimens (5-year EFS = 0%), but survival extended with salvage radiation after progression [5-year OS = 53.6% +/- 20.1%]. Patients with embryonal tumor with multilayered rosettes (ETMR) or high-grade glioma/glioblastoma multiforme (HGG/GBM) did not respond favorably to any modality (5-year EFS/OS = 10.7 +/- 5.8%/17.9 +/- 7.2%, and 10% +/- 9.0%/10% +/- 9.0%, respectively). As an accompaniment, we have assembled this data onto an interactive website to allow users to probe and query the cases. By reporting on a carefully matched clinical and molecular cohort, we provide the needed insight for future clinical management.";0
New concepts in the treatment of hepatocellular carcinoma.;Hepatocellular carcinoma (HCC) is the third most common cause of cancer-related death and occurs mainly in the context of chronic liver disease at cirrhosis stage. The Barcelona Clinic Liver Cancer classification, first established in 1999, is the most commonly used staging system for HCC in Western countries that link tumor burden, liver function and performance status with prognosis and therapeutic management. Since the first publication of this classification, it has been implemented in several clinical guidelines and recent major therapeutic advances in the management of HCC have modified the therapeutic landscape of HCC. Accordingly, an updated version was recently published in 2022, incorporating an expert clinical decision-making component and the concept of treatment stage migration. This update also introduces the positive results of recent randomized clinical trials, and introduces atezolizumab/bevacizumab (A/B) as a first-line combination regimen for patients with advanced HCC. Finally, the complexity of the management of patients with HCC highlights the need for a multidisciplinary approach including input from hepatology, surgery, radiology, medical oncology, and radiation oncology.;0
